Frame_Idx,Hips-T_X,Hips-T_Z,Hips-T_Y,Hips-R_X,Hips-R_Z,Hips-R_Y,RUL-T_X,RUL-T_Z,RUL-T_Y,RUL-R_X,RUL-R_Z,RUL-R_Y,RK-T_X,RK-T_Z,RK-T_Y,RK-R_X,RK-R_Z,RK-R_Y,RF-T_X,RF-T_Z,RF-T_Y,RF-R_X,RF-R_Z,RF-R_Y,LUL-T_X,LUL-T_Z,LUL-T_Y,LUL-R_X,LUL-R_Z,LUL-R_Y,LK-T_X,LK-T_Z,LK-T_Y,LK-R_X,LK-R_Z,LK-R_Y,LF-T_X,LF-T_Z,LF-T_Y,LF-R_X,LF-R_Z,LF-R_Y
7,-95.7428970336914,75.71849822998047,3.856265068054199,10.73110294342041,6.882695198059082,136.2215576171875,-10.253496170043945,-1.468120813369751,0.009403309784829617,-23.627727508544922,-3.7379794120788574,11.448662757873535,0.01890646293759346,-37.968284606933594,0.050246838480234146,49.720237731933594,13.72471809387207,-22.24509048461914,-0.030926106497645378,-35.203556060791016,-0.19266319274902344,-10.084505081176758,7.715211868286133,-8.153667449951172,10.270341873168945,-1.4800033569335938,0.03417763113975525,-25.263748168945312,-1.6344326734542847,-2.358268976211548,0.06009572371840477,-37.962345123291016,0.022762374952435493,53.84390640258789,-13.118353843688965,3.552612066268921,0.4498729407787323,-37.049434661865234,0.2015962451696396,-7.444201946258545,1.8180752992630005,-11.680277824401855
8,-95.74378967285156,75.71664428710938,3.8579225540161133,10.723089218139648,6.880879878997803,136.2292022705078,-10.252481460571289,-1.467179298400879,0.009307006374001503,-23.623960494995117,-3.7420053482055664,11.444757461547852,0.020486362278461456,-37.968162536621094,0.05283644422888756,49.7088737487793,13.731060981750488,-22.247499465942383,-0.010933157056570053,-35.1971549987793,-0.18395262956619263,-10.083233833312988,7.697366237640381,-8.239958763122559,10.271142959594727,-1.4806575775146484,0.0354803204536438,-25.266923904418945,-1.6336699724197388,-2.3603017330169678,0.06025538221001625,-37.96262741088867,0.0226653553545475,53.837432861328125,-13.114027976989746,3.5433638095855713,0.44830384850502014,-37.04637145996094,0.20003874599933624,-7.4526753425598145,1.8117599487304688,-11.668949127197266
9,-95.74445343017578,75.7152099609375,3.858363628387451,10.724230766296387,6.88163948059082,136.22518920898438,-10.252954483032227,-1.4675356149673462,0.009107451885938644,-23.620258331298828,-3.7368690967559814,11.457520484924316,0.02023623138666153,-37.968421936035156,0.05269202962517738,49.704856872558594,13.735272407531738,-22.256744384765625,-0.02326585166156292,-35.202919006347656,-0.1893816590309143,-10.116559982299805,7.694857120513916,-8.174677848815918,10.27160930633545,-1.4805999994277954,0.03531378135085106,-25.26148796081543,-1.627380609512329,-2.3556885719299316,0.05980462208390236,-37.96353530883789,0.02333138883113861,53.83249282836914,-13.119566917419434,3.5310254096984863,0.4441547691822052,-37.045902252197266,0.19826912879943848,-7.463916301727295,1.808489203453064,-11.645341873168945
10,-95.74443817138672,75.71308898925781,3.8591952323913574,10.72189998626709,6.8810648918151855,136.2207489013672,-10.251753807067871,-1.4679831266403198,0.010004212148487568,-23.615711212158203,-3.738595485687256,11.463899612426758,0.022088447585701942,-37.968421936035156,0.054263800382614136,49.697303771972656,13.739888191223145,-22.25667953491211,-0.013155069202184677,-35.198394775390625,-0.1861395388841629,-10.123403549194336,7.682206630706787,-8.213969230651855,10.272549629211426,-1.478529453277588,0.03842133283615112,-25.24764060974121,-1.63173508644104,-2.3520138263702393,0.059354934841394424,-37.96471405029297,0.028425652533769608,53.815433502197266,-13.114227294921875,3.537006139755249,0.4478224515914917,-37.045204162597656,0.19650115072727203,-7.483463287353516,1.8006558418273926,-11.641352653503418
11,-95.74462890625,75.71273040771484,3.8598272800445557,10.722636222839355,6.880190849304199,136.21923828125,-10.25171947479248,-1.4669053554534912,0.010374055244028568,-23.61021614074707,-3.73978853225708,11.462738037109375,0.022732317447662354,-37.96839141845703,0.055176012217998505,49.691932678222656,13.737597465515137,-22.25516128540039,-0.006991015747189522,-35.19879150390625,-0.1838594526052475,-10.136252403259277,7.671143531799316,-8.234519958496094,10.270538330078125,-1.4799833297729492,0.03794127702713013,-25.2379093170166,-1.6315948963165283,-2.3474206924438477,0.055768534541130066,-37.96595764160156,0.028779787942767143,53.80598831176758,-13.111889839172363,3.5351414680480957,0.44925421476364136,-37.04177474975586,0.19762933254241943,-7.5033111572265625,1.7936064004898071,-11.628101348876953
12,-95.74583435058594,75.7132568359375,3.8595099449157715,10.725709915161133,6.882418155670166,136.2141876220703,-10.249529838562012,-1.4669650793075562,0.011468540877103806,-23.59967041015625,-3.7438528537750244,11.459731101989746,0.027089664712548256,-37.96775817871094,0.05624598264694214,49.6816291809082,13.728330612182617,-22.249454498291016,-0.009886135347187519,-35.201744079589844,-0.1866075098514557,-10.152819633483887,7.671355247497559,-8.213785171508789,10.27015495300293,-1.4797557592391968,0.03775046020746231,-25.220415115356445,-1.6320737600326538,-2.3362607955932617,0.055461376905441284,-37.96750259399414,0.030385978519916534,53.79465103149414,-13.111234664916992,3.5238263607025146,0.4517938494682312,-37.04027557373047,0.20013940334320068,-7.528356552124023,1.7901426553726196,-11.60983657836914
13,-95.7478256225586,75.71202850341797,3.858916759490967,10.727975845336914,6.8813934326171875,136.21414184570312,-10.25444221496582,-1.4668749570846558,0.010732266120612621,-23.594797134399414,-3.7314612865448,11.463562965393066,0.021787062287330627,-37.968360900878906,0.05510774254798889,49.67607498168945,13.72663688659668,-22.258853912353516,-0.008770552463829517,-35.199058532714844,-0.1837136149406433,-10.1648588180542,7.657417297363281,-8.236165046691895,10.267329216003418,-1.4789587259292603,0.039990875869989395,-25.20822525024414,-1.6294281482696533,-2.3329310417175293,0.05272618681192398,-37.96700668334961,0.032238367944955826,53.78607940673828,-13.117258071899414,3.517071485519409,0.4537235498428345,-37.04064178466797,0.20166870951652527,-7.554035663604736,1.7924617528915405,-11.604172706604004
14,-95.7492904663086,75.71099853515625,3.858466863632202,10.726786613464355,6.881576061248779,136.20570373535156,-10.253191947937012,-1.467268705368042,0.012452593073248863,-23.588729858398438,-3.7307991981506348,11.469895362854004,0.024757305160164833,-37.96570587158203,0.05390937998890877,49.6558837890625,13.72326946258545,-22.28302001953125,-0.013406945392489433,-35.198883056640625,-0.1882890909910202,-10.168469429016113,7.665459632873535,-8.197272300720215,10.268312454223633,-1.4774366617202759,0.04172435402870178,-25.195722579956055,-1.6311681270599365,-2.321596622467041,0.057255640625953674,-37.96617889404297,0.03270643576979637,53.77101135253906,-13.127835273742676,3.51074481010437,0.4595842659473419,-37.041385650634766,0.20278091728687286,-7.576665878295898,1.8092460632324219,-11.58829402923584
15,-95.75177001953125,75.7119140625,3.8592324256896973,10.727066993713379,6.880006313323975,136.19424438476562,-10.25345516204834,-1.4675979614257812,0.012698487378656864,-23.58664894104004,-3.7264180183410645,11.479677200317383,0.022835811600089073,-37.965171813964844,0.05195636302232742,49.646568298339844,13.729528427124023,-22.284399032592773,-0.03087441809475422,-35.2022705078125,-0.19058577716350555,-10.189841270446777,7.667563438415527,-8.125879287719727,10.267969131469727,-1.4766991138458252,0.04182892292737961,-25.18479347229004,-1.6301466226577759,-2.3083863258361816,0.05344027280807495,-37.96391296386719,0.033324338495731354,53.755348205566406,-13.11910343170166,3.516571283340454,0.458678275346756,-37.04202651977539,0.20622198283672333,-7.5900092124938965,1.8037972450256348,-11.5867280960083
16,-95.75330352783203,75.71245574951172,3.8614258766174316,10.724678993225098,6.877835273742676,136.1853485107422,-10.253442764282227,-1.4686216115951538,0.011967277154326439,-23.590381622314453,-3.72290301322937,11.48756217956543,0.025019442662596703,-37.96427917480469,0.04974691569805145,49.64049530029297,13.726027488708496,-22.292818069458008,-0.009458434768021107,-35.19083023071289,-0.17986294627189636,-10.161645889282227,7.662988185882568,-8.22330379486084,10.266804695129395,-1.476741075515747,0.04104894772171974,-25.182899475097656,-1.6268755197525024,-2.3030660152435303,0.05166932940483093,-37.96412658691406,0.03305527940392494,53.75490188598633,-13.125297546386719,3.5029311180114746,0.4649576246738434,-37.04030990600586,0.21272073686122894,-7.60516357421875,1.8073092699050903,-11.578988075256348
17,-95.75347137451172,75.71292877197266,3.864514112472534,10.718421936035156,6.872714042663574,136.17852783203125,-10.25379467010498,-1.4684594869613647,0.010896539315581322,-23.598751068115234,-3.7199208736419678,11.492890357971191,0.024146949872374535,-37.964332580566406,0.04800185188651085,49.6377067565918,13.731595039367676,-22.29142951965332,-0.02289775013923645,-35.193939208984375,-0.18215550482273102,-10.176589012145996,7.673933506011963,-8.155807495117188,10.266607284545898,-1.4775266647338867,0.04159952327609062,-25.189620971679688,-1.6268939971923828,-2.304436206817627,0.04880579188466072,-37.961849212646484,0.03297804296016693,53.7473258972168,-13.125362396240234,3.509303331375122,0.46724075078964233,-37.03976821899414,0.212821826338768,-7.603352069854736,1.8059899806976318,-11.569757461547852
18,-95.75408172607422,75.71202850341797,3.8680877685546875,10.71614933013916,6.873734951019287,136.17855834960938,-10.252050399780273,-1.4668004512786865,0.01268339715898037,-23.594045639038086,-3.7242655754089355,11.490299224853516,0.02611764334142208,-37.96389389038086,0.05104196071624756,49.62784957885742,13.733738899230957,-22.288877487182617,-0.011614546179771423,-35.18815612792969,-0.17751023173332214,-10.155195236206055,7.6784892082214355,-8.209136962890625,10.266890525817871,-1.4788553714752197,0.04169845953583717,-25.19438362121582,-1.6276129484176636,-2.3098442554473877,0.04837038740515709,-37.96249771118164,0.03306509181857109,53.74842071533203,-13.130170822143555,3.5138633251190186,0.47289422154426575,-37.037933349609375,0.21193870902061462,-7.602023601531982,1.8045843839645386,-11.571310043334961
19,-95.7556381225586,75.71115112304688,3.8718953132629395,10.709898948669434,6.868606090545654,136.1717529296875,-10.253173828125,-1.4656838178634644,0.013644767925143242,-23.604400634765625,-3.7194995880126953,11.49740982055664,0.024971747770905495,-37.964073181152344,0.05178619176149368,49.628231048583984,13.736909866333008,-22.290307998657227,-0.013246748596429825,-35.18898010253906,-0.17656907439231873,-10.15434455871582,7.684095859527588,-8.20013427734375,10.263766288757324,-1.4797574281692505,0.04138250648975372,-25.205158233642578,-1.6175590753555298,-2.308555841445923,0.04399967938661575,-37.963279724121094,0.034272801131010056,53.7501106262207,-13.136209487915039,3.516373634338379,0.474292516708374,-37.03684616088867,0.21140460669994354,-7.602832794189453,1.798410415649414,-11.568079948425293
20,-95.75730895996094,75.71107482910156,3.8756229877471924,10.703417778015137,6.86916971206665,136.17286682128906,-10.248291015625,-1.4668859243392944,0.009766771458089352,-23.614452362060547,-3.7316806316375732,11.50181770324707,0.030902955681085587,-37.965206146240234,0.05103566125035286,49.63557434082031,13.753829956054688,-22.283029556274414,-0.009271412156522274,-35.18671417236328,-0.17048825323581696,-10.155531883239746,7.695638179779053,-8.209480285644531,10.266792297363281,-1.4802385568618774,0.04160888120532036,-25.214305877685547,-1.6259212493896484,-2.3252594470977783,0.048611707985401154,-37.96525955200195,0.03492999076843262,53.75431442260742,-13.148101806640625,3.531163454055786,0.47860342264175415,-37.036983489990234,0.21254226565361023,-7.609862804412842,1.8002359867095947,-11.553522109985352
21,-95.75914764404297,75.71138000488281,3.879014015197754,10.698362350463867,6.866393566131592,136.16651916503906,-10.250152587890625,-1.465905785560608,0.009694254025816917,-23.6173038482666,-3.723376989364624,11.51142692565918,0.026343896985054016,-37.966217041015625,0.05068083480000496,49.63209533691406,13.766058921813965,-22.282808303833008,-0.02608034759759903,-35.191383361816406,-0.17120599746704102,-10.180499076843262,7.697475433349609,-8.136048316955566,10.267354965209961,-1.481748104095459,0.038995109498500824,-25.222408294677734,-1.62796151638031,-2.3314402103424072,0.04799609258770943,-37.966556549072266,0.03442138805985451,53.75600814819336,-13.152705192565918,3.5396010875701904,0.4800954759120941,-37.035186767578125,0.21543118357658386,-7.620738506317139,1.794669508934021,-11.541055679321289
22,-95.76128387451172,75.71099090576172,3.882209539413452,10.691487312316895,6.867857933044434,136.16213989257812,-10.250051498413086,-1.4657351970672607,0.009483100846409798,-23.6171875,-3.7179832458496094,11.516090393066406,0.028782395645976067,-37.96682357788086,0.05186009407043457,49.628509521484375,13.763686180114746,-22.289276123046875,-0.013820303604006767,-35.186458587646484,-0.16374313831329346,-10.174927711486816,7.7004075050354,-8.172832489013672,10.268074035644531,-1.4815540313720703,0.03881935402750969,-25.220821380615234,-1.6272051334381104,-2.3339576721191406,0.049395691603422165,-37.96900177001953,0.03629997372627258,53.75369644165039,-13.15698528289795,3.543877601623535,0.4850638508796692,-37.03288269042969,0.2190927267074585,-7.638916969299316,1.7943516969680786,-11.54018783569336
23,-95.7630615234375,75.71038818359375,3.885389566421509,10.68916130065918,6.867290496826172,136.15771484375,-10.251266479492188,-1.4649271965026855,0.00919782929122448,-23.616573333740234,-3.7128591537475586,11.517046928405762,0.02583119459450245,-37.96685791015625,0.05035809427499771,49.62221145629883,13.768614768981934,-22.281696319580078,-0.02307451143860817,-35.18781280517578,-0.1635165810585022,-10.189390182495117,7.698150157928467,-8.135149955749512,10.266755104064941,-1.4817461967468262,0.03924572467803955,-25.21491241455078,-1.6241859197616577,-2.3317997455596924,0.04756596311926842,-37.968624114990234,0.03706144168972969,53.74752426147461,-13.161018371582031,3.545625686645508,0.4868282377719879,-37.030338287353516,0.22395341098308563,-7.656184673309326,1.7964164018630981,-11.530350685119629
24,-95.76407623291016,75.71137237548828,3.8862805366516113,10.690752983093262,6.871264934539795,136.15565490722656,-10.248705863952637,-1.464465618133545,0.009796516969799995,-23.607725143432617,-3.719874620437622,11.513677597045898,0.027529878541827202,-37.96696472167969,0.050806935876607895,49.61518859863281,13.767679214477539,-22.268638610839844,-0.006776683032512665,-35.18332290649414,-0.15821146965026855,-10.17894172668457,7.690509796142578,-8.200324058532715,10.267823219299316,-1.4825795888900757,0.039639294147491455,-25.198749542236328,-1.629807472229004,-2.3290610313415527,0.047531966120004654,-37.969818115234375,0.03773748502135277,53.73606872558594,-13.154407501220703,3.5408895015716553,0.4887034595012665,-37.02354431152344,0.2290215790271759,-7.65769624710083,1.7976622581481934,-11.520018577575684
25,-95.76600646972656,75.7118911743164,3.886124849319458,10.689961433410645,6.870541095733643,136.15267944335938,-10.249215126037598,-1.465112566947937,0.009066097438335419,-23.606067657470703,-3.7163302898406982,11.513930320739746,0.026356397196650505,-37.9672966003418,0.0499112643301487,49.61056900024414,13.76702880859375,-22.258913040161133,-0.017246142029762268,-35.18528366088867,-0.1596965491771698,-10.195516586303711,7.690048694610596,-8.166986465454102,10.269070625305176,-1.4815019369125366,0.0416770875453949,-25.187280654907227,-1.634698510169983,-2.3284177780151367,0.04719335213303566,-37.97032165527344,0.040280040353536606,53.72188186645508,-13.150398254394531,3.5324547290802,0.4880814850330353,-37.0200309753418,0.2313278168439865,-7.656795024871826,1.798336148262024,-11.504986763000488
26,-95.76881408691406,75.7121810913086,3.88557505607605,10.695816040039062,6.876569747924805,136.15402221679688,-10.247413635253906,-1.4661709070205688,0.008039264939725399,-23.594600677490234,-3.724041223526001,11.510258674621582,0.026738891378045082,-37.96710968017578,0.049085576087236404,49.60395431518555,13.76923656463623,-22.247343063354492,-0.008222159929573536,-35.18003463745117,-0.15570342540740967,-10.188628196716309,7.684429168701172,-8.212058067321777,10.268900871276855,-1.480730652809143,0.04356060177087784,-25.169513702392578,-1.6379977464675903,-2.3282527923583984,0.04535793140530586,-37.9697380065918,0.040951184928417206,53.70766067504883,-13.144670486450195,3.5266289710998535,0.48682060837745667,-37.021114349365234,0.23059672117233276,-7.670666217803955,1.7918986082077026,-11.491314888000488
27,-95.76998901367188,75.71363067626953,3.8864574432373047,10.699222564697266,6.8762993812561035,136.14996337890625,-10.246861457824707,-1.4652304649353027,0.008204973302781582,-23.58977508544922,-3.722208023071289,11.512988090515137,0.02562600187957287,-37.966835021972656,0.04824275150895119,49.597286224365234,13.768266677856445,-22.246768951416016,-0.010898519307374954,-35.180763244628906,-0.15423046052455902,-10.192378997802734,7.678215026855469,-8.209394454956055,10.265486717224121,-1.4819283485412598,0.04360681772232056,-25.160614013671875,-1.6333667039871216,-2.312434196472168,0.03984227776527405,-37.96858596801758,0.04038969427347183,53.6957893371582,-13.133345603942871,3.5196428298950195,0.48638084530830383,-37.0213737487793,0.22932399809360504,-7.678655624389648,1.7869311571121216,-11.48868179321289
28,-95.77155303955078,75.7139892578125,3.88956356048584,10.695816040039062,6.876569747924805,136.15402221679688,-10.24483585357666,-1.4653408527374268,0.005554480012506247,-23.591693878173828,-3.7216684818267822,11.507875442504883,0.028832945972681046,-37.966495513916016,0.047438960522413254,49.594581604003906,13.76806354522705,-22.24605941772461,-0.013269213028252125,-35.179588317871094,-0.1498199701309204,-10.195696830749512,7.680473327636719,-8.211503982543945,10.263803482055664,-1.4818042516708374,0.0462484173476696,-25.158843994140625,-1.6302958726882935,-2.3134000301361084,0.03849032521247864,-37.96845245361328,0.04179901257157326,53.690223693847656,-13.134306907653809,3.504878520965576,0.4902830719947815,-37.02492141723633,0.22756142914295197,-7.700710296630859,1.7812966108322144,-11.475674629211426
29,-95.77424621582031,75.71309661865234,3.892343759536743,10.69070053100586,6.872195243835449,136.14320373535156,-10.242664337158203,-1.4661554098129272,0.005814617499709129,-23.598987579345703,-3.71724796295166,11.517106056213379,0.03154716640710831,-37.96527099609375,0.045788634568452835,49.59477233886719,13.771015167236328,-22.242565155029297,-0.018024954944849014,-35.176231384277344,-0.14263515174388885,-10.201273918151855,7.678879261016846,-8.208502769470215,10.262340545654297,-1.4812756776809692,0.04544747248291969,-25.167091369628906,-1.6221550703048706,-2.3062782287597656,0.03578821197152138,-37.96846389770508,0.04256069287657738,53.68924331665039,-13.13598346710205,3.507030725479126,0.4878430962562561,-37.024906158447266,0.22775986790657043,-7.701235294342041,1.7749669551849365,-11.464957237243652
30,-95.77609252929688,75.71257019042969,3.8956336975097656,10.685700416564941,6.871015548706055,136.1413116455078,-10.240654945373535,-1.4662470817565918,0.005020298063755035,-23.602312088012695,-3.7170162200927734,11.50711441040039,0.03588081896305084,-37.96504592895508,0.04624580591917038,49.593910217285156,13.761944770812988,-22.23390769958496,-0.01579868420958519,-35.172752380371094,-0.1374478042125702,-10.19694995880127,7.681046485900879,-8.222139358520508,10.261839866638184,-1.4816304445266724,0.045347340404987335,-25.17439842224121,-1.621626615524292,-2.3127737045288086,0.037849172949790955,-37.969932556152344,0.04271495342254639,53.6909294128418,-13.148407936096191,3.510906457901001,0.4942684471607208,-37.02400207519531,0.22858235239982605,-7.7040886878967285,1.7723623514175415,-11.462652206420898
31,-95.77806091308594,75.71426391601562,3.8983688354492188,10.680643081665039,6.8682379722595215,136.1349639892578,-10.239675521850586,-1.4672698974609375,0.004334432538598776,-23.607479095458984,-3.7169992923736572,11.505599975585938,0.037182874977588654,-37.965919494628906,0.046457208693027496,49.59571075439453,13.759631156921387,-22.22431182861328,-0.03176768496632576,-35.17869567871094,-0.14064481854438782,-10.220111846923828,7.694603443145752,-8.133926391601562,10.264503479003906,-1.4820739030838013,0.04254226014018059,-25.181053161621094,-1.6195632219314575,-2.3195645809173584,0.039048340171575546,-37.97019577026367,0.04073328152298927,53.68865966796875,-13.155216217041016,3.525130033493042,0.49000465869903564,-37.023983001708984,0.23275227844715118,-7.70792818069458,1.7624777555465698,-11.462870597839355
